PolicyNumber,CarrierCode,AgentCode,TransactionType,PolicyEffectiveDate,PolicyExpirationDate,TransactionEffectiveDate,TermLengthMonths,LineOfBusiness,Subline,InsuredName,InsuredPrimaryEmail,RiskLocationAddress,State,InsuredMailingAddress,RatedDriverCount,VehicleCount,DwellingYearBuilt,ConstructionType,ProtectionClass,Limit_BI,Limit_PD,Deductible_Collision,Deductible_Comprehensive,TermPremium,WrittenPremium,EarnedPremium,BillingPlan,CancellationDate,ReinstatementDate,RewriteIndicator,eDocIndicator,UnearnedPremium
LZM2464948,PRGS,120283,Cancel,4/1/2025,4/15/2025,4/15/2025,12,Package,Commercial Package,Ashley Randolph,ashley.randolph@example.com,"98132 James Mission Suite 424, Jonesmouth, IL 39704",IL,"650 Michael Garden Suite 490, Ericahaven, MI 85017",,,,Frame,10,,,,,17304.2,0,17304.2,Direct Bill,9/9/2024,,FALSE,TRUE,0
AES2487124,HART,120074,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Brandon Conway,brandon.conway@example.com,"3023 Castaneda Ford Suite 080, Nicoleborough, SC 51783",SC,"3023 Castaneda Ford Suite 080, Nicoleborough, SC 51783",3,2,,,,50/100,100000,500,1000,1999,1999,1500.62,Direct Bill,,,FALSE,TRUE,498.38
GVS7319377,NATI,120208,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Sean Wright,sean.wright@mail.com,"068 Flynn Key, Adamsberg, TN 27457",TN,"068 Flynn Key, Adamsberg, TN 27457",1,1,,,,25/50,250000,500,500,941.24,941.24,706.57,Direct Bill,,,FALSE,TRUE,234.67
ACP2542568,ALLS,120138,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Arthur Parker,arthur.parker@example.com,"739 Kim Ports, New Meganfurt, PA 48907",PA,"739 Kim Ports, New Meganfurt, PA 48907",1,2,,,,25/50,100000,500,2500,1775.66,1775.66,1332.96,Direct Bill,,,FALSE,TRUE,442.7
ABB1603717,NATI,120074,Cancel,4/1/2025,2/1/2026,2/1/2026,12,Package,Commercial Package,Ashley Lewis,ashley.lewis@mail.com,"3824 Kimberly Summit, Paulmouth, NV 91999",NV,"3824 Kimberly Summit, Paulmouth, NV 91999",,,,Masonry,5,,,,,3000,0,2686.27,Direct Bill,2/26/2024,,FALSE,TRUE,313.73
KZW1953203,PRGS,120285,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Rebecca Fisher,rebecca.fisher@mail.com,"5712 Anderson Lights, West Tina, HI 78206",HI,"5712 Anderson Lights, West Tina, HI 78206",,,,Frame,3,,,,,1500,1500,1126.03,Direct Bill,,,FALSE,TRUE,373.97
GXW2792212,FARM,120218,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Brian Farrell,brian.farrell@policyhub.org,"5446 Anthony Key Suite 449, Donnaton, IL 36859",IL,"5446 Anthony Key Suite 449, Donnaton, IL 36859",,,,Masonry Veneer,9,,,,,11002.26,11002.26,8259.23,Direct Bill,,,FALSE,TRUE,2743.03
ZZS3681171,ALLS,120206,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Nancy Johnson,nancy.johnson@mail.com,"32971 Bennett Forge Apt. 173, Burnsland, MA 51940",MA,"32971 Bennett Forge Apt. 173, Burnsland, MA 51940",2,2,,,,50/100,50000,500,2500,1574.57,1574.57,1182.01,Agency Bill,,,FALSE,TRUE,392.56
WDP0714780,TRAV,120000,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Laura Clark,laura.clark@mail.com,"1172 Mike Roads Apt. 916, Harrisville, CT 70321",CT,"1172 Mike Roads Apt. 916, Harrisville, CT 70321",,,,,,,,,,5059.84,5059.84,3798.35,Direct Bill,,,FALSE,TRUE,1261.49
YYK9637585,LIBM,120050,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Todd Harris,todd.harris@mail.com,"77600 Olsen Junction Suite 643, Branchview, PR 76637",PR,"2878 Jessica Glen Apt. 992, Evanberg, NM 49626",,,,Joisted Masonry,6,,,,,2054.65,2054.65,1542.39,Direct Bill,,,FALSE,TRUE,512.26
GGC8058647,TRAV,120252,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Patrick Ochoa,patrick.ochoa@policyhub.org,"3366 Steven Harbors, Deniseberg, MT 24985",MT,"3366 Steven Harbors, Deniseberg, MT 24985",,,,,,,,,,6280.56,6280.56,4714.72,Agency Bill,,,FALSE,FALSE,1565.84
KFH6882700,FARM,120260,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Lisa Roberts,lisa.roberts@insmail.com,"3395 Zachary Club Apt. 317, New Deborah, NY 59449",NY,"3395 Zachary Club Apt. 317, New Deborah, NY 59449",1,2,,,,50/100,250000,500,2500,2296.95,2296.95,1724.29,Agency Bill,,,FALSE,TRUE,572.66
WNC1040699,FARM,120179,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,John Chavez,john.chavez@insmail.com,"7626 Marquez Drives Suite 266, West Heidiborough, AL 83124",AL,"7626 Marquez Drives Suite 266, West Heidiborough, AL 83124",,,,Frame,7,,,,,2768.23,2768.23,2078.07,Agency Bill,,,FALSE,TRUE,690.16
CDK7405589,NATI,120209,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Mike Cooke,mike.cooke@customer.net,"7771 Dunn Court, Mejialand, TN 28209",TN,"7771 Dunn Court, Mejialand, TN 28209",1,2,,,,50/100,250000,500,2500,1892.1,1892.1,1420.37,Agency Bill,,,FALSE,TRUE,471.73
DPP8183674,TRAV,120060,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Frank Bates,frank.bates@insmail.com,"17826 Gardner Crossing Apt. 576, Port Emilybury, NV 20313",NV,"486 Williams Landing Apt. 338, Andersonton, DC 30919",,,,,,,,,,20134.27,20134.27,15114.49,Agency Bill,,,FALSE,FALSE,5019.78
EPL2253661,ALLS,120037,Rewrite,4/1/2025,4/1/2026,4/1/2025,12,Package,Commercial Package,Tara Gonzalez,tara.gonzalez@example.com,"088 Trevor Tunnel Apt. 151, Webbburgh, IL 00818",IL,"088 Trevor Tunnel Apt. 151, Webbburgh, IL 00818",,,,Non-Combustible,9,,,,,14925.67,14925.67,11204.48,Agency Bill,,,TRUE,TRUE,3721.19
ZKR8704556,LIBM,120264,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Latasha Leonard,latasha.leonard@example.com,"7841 Mary Spurs Apt. 836, Andersonborough, TN 69037",TN,"7841 Mary Spurs Apt. 836, Andersonborough, TN 69037",,,,,,,,,,4471.67,4471.67,3356.82,Agency Bill,,,FALSE,FALSE,1114.85
DKL4793441,TRAV,120267,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Eric Williams,eric.williams@mail.com,"5303 Burton Springs, Lake Jeanne, UT 44256",UT,"5303 Burton Springs, Lake Jeanne, UT 44256",,,,,,,,,,2793.04,2793.04,2096.69,Direct Bill,,,FALSE,TRUE,696.35
CRN3134839,HART,120299,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Clinton Brown,clinton.brown@example.com,"6509 Curry Street, South Michael, MD 95000",MD,"6509 Curry Street, South Michael, MD 95000",3,2,,,,25/50,100000,500,1000,2081.11,2081.11,1562.26,Direct Bill,,,FALSE,TRUE,518.85
PYN2785381,TRAV,120134,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Ashlee Montoya,ashlee.montoya@customer.net,"354 Chen Turnpike, Jacobsborough, IL 35097",IL,"354 Chen Turnpike, Jacobsborough, IL 35097",1,1,,,,50/100,100000,2500,1000,891.51,891.51,669.24,Direct Bill,,,FALSE,TRUE,222.27
UJR5721533,ALLS,120260,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Judith Mccoy,judith.mccoy@policyhub.org,"259 Valenzuela Turnpike, Lake Derrick, MI 55653",MI,"259 Valenzuela Turnpike, Lake Derrick, MI 55653",4,1,,,,25/50,250000,2500,1000,543.84,543.84,408.25,Agency Bill,,,FALSE,TRUE,135.59
UWB5200604,LIBM,120193,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,James Boyd,james.boyd@customer.net,"87867 Bradley Divide Suite 965, East Phillip, FM 17371",FM,"87867 Bradley Divide Suite 965, East Phillip, FM 17371",,,,Non-Combustible,8,,,,,1828.53,1828.53,1372.65,Agency Bill,,,FALSE,TRUE,455.88
MTM8600287,HART,120180,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Emily Smith,emily.smith@policyhub.org,"493 Harold Street Apt. 762, Sarahchester, PR 48451",PR,"493 Harold Street Apt. 762, Sarahchester, PR 48451",,,1998,Frame,7,,,,,1212.8,1212.8,910.43,Direct Bill,,,FALSE,FALSE,302.37
CSV5082341,PRGS,120115,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Linda Johnson,linda.johnson@customer.net,"38394 Lisa Radial, Robertsonborough, PA 66260",PA,"6174 John Harbors, Angelicatown, PA 23987",,,2017,Frame,7,,,,,2863.01,2863.01,2149.22,Direct Bill,,,FALSE,TRUE,713.79
XTD5592793,HART,120176,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Kimberly Gonzales,kimberly.gonzales@example.com,"0270 Anna Falls, North Kurtstad, GU 21638",GU,"0270 Anna Falls, North Kurtstad, GU 21638",,,,,,,,,,2000,2000,1501.37,Agency Bill,,,FALSE,TRUE,498.63
AKA9847859,FARM,120165,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Sierra Sandoval,sierra.sandoval@insmail.com,"3701 Williams Road, Parsonsmouth, TN 73079",TN,"3701 Williams Road, Parsonsmouth, TN 73079",3,3,,,,25/50,100000,500,1000,2501.43,2501.43,1877.79,Agency Bill,,,FALSE,FALSE,623.64
MBP2384450,LIBM,120270,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Hannah Sanchez,hannah.sanchez@customer.net,"644 Wise Trace Apt. 914, Lake Bradley, PA 47678",PA,"644 Wise Trace Apt. 914, Lake Bradley, PA 47678",3,1,,,,50/100,100000,500,500,1684.87,1684.87,1264.81,Direct Bill,,,FALSE,TRUE,420.06
SLH4174771,PRGS,120218,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Charles Fuller,charles.fuller@example.com,"5692 Lewis Wells, Brandonville, NE 08014",NE,"5692 Lewis Wells, Brandonville, NE 08014",,,,,,,,,,14980.29,14980.29,11245.48,Direct Bill,,,FALSE,TRUE,3734.81
FNA8299620,PRGS,120180,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Sarah Holder,sarah.holder@insmail.com,"79997 Mcbride Drive Suite 554, Michaelside, MI 97223",MI,"79997 Mcbride Drive Suite 554, Michaelside, MI 97223",1,3,,,,50/100,250000,250,500,678.05,678.05,509,Agency Bill,,,FALSE,TRUE,169.05
LNT1785167,GEIC,120122,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Michael Jones,michael.jones@mail.com,"3407 Rita Crest, South Brian, IL 60423",IL,"3407 Rita Crest, South Brian, IL 60423",,,,,,,,,,5441.84,5441.84,4085.11,Direct Bill,,,FALSE,TRUE,1356.73
AZV8603160,AMFA,120100,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Angela Wilkins,angela.wilkins@example.com,"118 Rodgers Isle Suite 875, North Tiffany, SC 72145",SC,"118 Rodgers Isle Suite 875, North Tiffany, SC 72145",,,1991,Frame,7,,,,,1692.97,1692.97,1270.89,Agency Bill,,,FALSE,TRUE,422.08
ZFK5771169,TRAV,120057,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Leah Bender,leah.bender@example.com,"728 Kennedy Radial Suite 892, Sarahmouth, MT 75222",MT,"728 Kennedy Radial Suite 892, Sarahmouth, MT 75222",2,2,,,,50/100,50000,1000,1000,970.73,970.73,728.71,Direct Bill,,,FALSE,TRUE,242.02
SCT3926111,GEIC,120095,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Luis Sutton,luis.sutton@mail.com,"5148 White Drive Apt. 208, New Victoria, MI 25797",MI,"5148 White Drive Apt. 208, New Victoria, MI 25797",,,2004,Frame,8,,,,,4220.32,4220.32,3168.13,Direct Bill,,,FALSE,TRUE,1052.19
MVA9857159,AMFA,120023,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Umbrella,Personal Umbrella,Brandi Wilson,brandi.wilson@customer.net,"7736 Edward Manors, Wrighthaven, GA 55695",GA,"7736 Edward Manors, Wrighthaven, GA 55695",,,,,,,,,,250.1,250.1,187.75,Direct Bill,,,FALSE,TRUE,62.35
CKW1994583,LIBM,120040,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Elizabeth Simpson,elizabeth.simpson@customer.net,"2468 Powers Lights, Casechester, NH 06575",NH,"3520 Robert Lodge, South Nathanside, GU 66458",,,1985,Masonry,7,,,,,1369.72,1369.72,1028.23,Direct Bill,,,FALSE,TRUE,341.49
BYC6437067,FARM,120222,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Emily Davis,emily.davis@customer.net,"865 Michael View Suite 763, East Annaville, CA 85010",CA,"865 Michael View Suite 763, East Annaville, CA 85010",1,1,,,,25/50,100000,500,250,1324.52,1324.52,994.3,Direct Bill,,,FALSE,TRUE,330.22
NRM1984730,TRAV,120208,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Sarah Davenport,sarah.davenport@example.com,"04308 Tommy Plain, Tanyaberg, HI 13034",HI,"04308 Tommy Plain, Tanyaberg, HI 13034",,,1990,Masonry Veneer,6,,,,,1783.63,1783.63,1338.94,Agency Bill,,,FALSE,TRUE,444.69
APH9256127,ALLS,120042,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Jeremy Woodward,jeremy.woodward@policyhub.org,"314 English Land, East Amandashire, SC 74478",SC,"314 English Land, East Amandashire, SC 74478",2,2,,,,50/100,100000,1000,500,903.66,903.66,678.36,Agency Bill,,,FALSE,TRUE,225.3
VYV3612867,FARM,120108,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Angela Duncan,angela.duncan@policyhub.org,"344 Lopez Manors Suite 663, Watsonville, RI 97526",RI,"344 Lopez Manors Suite 663, Watsonville, RI 97526",,,1991,Non-Combustible,8,,,,,3481.71,3481.71,2613.67,Direct Bill,,,FALSE,TRUE,868.04
XEE2208790,HART,120092,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Umbrella,Personal Umbrella,Katherine Oliver,katherine.oliver@customer.net,"623 Sean Spurs Apt. 893, North Scottfort, MS 22574",MS,"623 Sean Spurs Apt. 893, North Scottfort, MS 22574",,,,,,,,,,1116.2,1116.2,837.91,Direct Bill,,,FALSE,TRUE,278.29
ATC1996173,ALLS,120112,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Michelle Chandler,michelle.chandler@policyhub.org,"9219 Carter Bypass, New Pamela, CA 10655",CA,"4722 Amber Street, Jamesland, GA 06492",,,2014,Masonry,8,,,,,1991.71,1991.71,1495.15,Direct Bill,,,FALSE,TRUE,496.56
HHX6601805,TRAV,120156,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Megan Coleman,megan.coleman@example.com,"98815 Alvarez Track, Christyburgh, LA 71225",LA,"98815 Alvarez Track, Christyburgh, LA 71225",,,2005,Frame,7,,,,,3545.22,3545.22,2661.34,Direct Bill,,,FALSE,TRUE,883.88
YCH5041235,PRGS,120053,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Katherine Small,katherine.small@example.com,"25272 Pamela Summit, Brownburgh, MT 52581",MT,"087 Amanda River Apt. 278, Amymouth, GA 41626",,,,Masonry Veneer,4,,,,,10935.21,10935.21,8208.9,Direct Bill,,,FALSE,TRUE,2726.31
PCA6502468,TRAV,120238,Endorsement,4/1/2025,4/1/2026,2/21/2026,12,Umbrella,Personal Umbrella,Brian Martinez,brian.martinez@example.com,"7657 Garcia Trafficway Suite 437, East Kathleentown, CT 72515",CT,"3746 Jenna Branch, Sawyerstad, MN 30637",,,,,,,,,,580.28,5.83,435.61,Agency Bill,,,FALSE,TRUE,144.67
CGG6379635,GEIC,120125,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Paul Roberts,paul.roberts@example.com,"478 Hart Ville, Gonzalezville, WA 50181",WA,"478 Hart Ville, Gonzalezville, WA 50181",1,1,,,,25/50,50000,1000,2500,838.2,838.2,629.22,Direct Bill,,,FALSE,TRUE,208.98
ACN8329153,LIBM,120229,Cancel,4/1/2025,6/19/2025,6/19/2025,12,Package,Commercial Package,Amy Hernandez,amy.hernandez@mail.com,"9663 Kelly Street, Lake Isaac, UT 30943",UT,"9663 Kelly Street, Lake Isaac, UT 30943",,,,Joisted Masonry,7,,,,,11607.66,0,11607.66,Direct Bill,12/6/2022,,FALSE,FALSE,0
RHN0524810,HART,120100,Cancel,4/1/2025,4/14/2025,4/14/2025,12,Package,Commercial Package,Mary King,mary.king@insmail.com,"93436 Andrea Ville Apt. 775, East Andrewview, FM 25017",FM,"08115 Zamora Streets Suite 188, Kimberlyborough, NJ 30103",,,,Masonry,8,,,,,3000,0,3000,Agency Bill,3/8/2024,,FALSE,TRUE,0
BZC9108859,NATI,120170,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Tony Gordon,tony.gordon@insmail.com,"5405 Richard Squares, West Veronicaborough, WA 00681",WA,"53404 Beltran Ridges, West Margaret, UT 16768",,,,,,,,,,8903.45,8903.45,6683.69,Direct Bill,,,FALSE,FALSE,2219.76
WFJ7298590,PRGS,120176,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Mary Rowe,mary.rowe@insmail.com,"3007 Gonzalez Dale, Smithchester, MS 78722",MS,"3007 Gonzalez Dale, Smithchester, MS 78722",1,2,,,,50/100,50000,500,250,2175.81,2175.81,1633.35,Agency Bill,,,FALSE,FALSE,542.46
HRC5974264,PRGS,120014,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Roberto Velasquez,roberto.velasquez@insmail.com,"69801 Fowler Corners Apt. 311, New Johnchester, UT 10504",UT,"69801 Fowler Corners Apt. 311, New Johnchester, UT 10504",2,2,,,,25/50,250000,500,500,1590.59,1590.59,1194.03,Direct Bill,,,FALSE,TRUE,396.56
BCP6213969,GEIC,120136,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Thomas Ruiz,thomas.ruiz@mail.com,"3573 Travis Fields, Thomasville, NE 88987",NE,"3573 Travis Fields, Thomasville, NE 88987",,,1983,Frame,5,,,,,500,500,375.34,Agency Bill,,,FALSE,FALSE,124.66
ZTX1115263,PRGS,120268,Endorsement,4/1/2025,4/1/2026,6/2/2025,12,Umbrella,Personal Umbrella,Monica Webb,monica.webb@insmail.com,"52427 Zachary Plaza Apt. 861, Smithshire, DE 35561",DE,"52427 Zachary Plaza Apt. 861, Smithshire, DE 35561",,,,,,,,,,499.23,-13.94,374.76,Direct Bill,,,FALSE,TRUE,124.47
EVS0116881,AMFA,120293,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Douglas Scott,douglas.scott@mail.com,"8069 Nicole Square Apt. 529, Hallfort, KY 11261",KY,"8069 Nicole Square Apt. 529, Hallfort, KY 11261",1,2,,,,25/50,250000,500,1000,2585.87,2585.87,1941.17,Direct Bill,,,FALSE,TRUE,644.7
LXP8546866,NATI,120298,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Stephanie Evans,stephanie.evans@policyhub.org,"7249 Austin Square Suite 109, North Judithton, AZ 92412",AZ,"7249 Austin Square Suite 109, North Judithton, AZ 92412",1,2,,,,25/50,50000,1000,1000,2239.27,2239.27,1680.99,Direct Bill,,,FALSE,TRUE,558.28
LKJ6832161,HART,120204,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Michael Stewart,michael.stewart@customer.net,"55091 Hernandez Fork, North Deanna, MS 49760",MS,"55091 Hernandez Fork, North Deanna, MS 49760",,,,,,,,,,8782.91,8782.91,6593.2,Direct Bill,,,FALSE,TRUE,2189.71
JWY0564817,GEIC,120192,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Patrick Walters,patrick.walters@mail.com,"7029 Heather Mountains, Smithfort, MD 58524",MD,"7029 Heather Mountains, Smithfort, MD 58524",1,4,,,,50/100,100000,1000,500,2372.55,2372.55,1781.04,Direct Bill,,,FALSE,TRUE,591.51
GRV3891231,ALLS,120167,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Carl Barnes,carl.barnes@example.com,"9503 Renee Corners, Lake Jillton, MH 96533",MH,"9503 Renee Corners, Lake Jillton, MH 96533",,,,,,,,,,7655.61,7655.61,5746.95,Direct Bill,,,FALSE,TRUE,1908.66
JVJ0168991,LIBM,120051,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Drew Davis,drew.davis@example.com,"890 Jack Vista Suite 931, Millershire, MS 73228",MS,"890 Jack Vista Suite 931, Millershire, MS 73228",,,1981,Frame,4,,,,,1756.51,1756.51,1318.59,Direct Bill,,,FALSE,TRUE,437.92
DCW7659877,NATI,120160,Endorsement,4/1/2025,4/1/2026,4/21/2025,12,Umbrella,Personal Umbrella,Marvin Bowman,marvin.bowman@policyhub.org,"3298 Eric Dam Apt. 478, North Jillshire, ND 41267",ND,"3298 Eric Dam Apt. 478, North Jillshire, ND 41267",,,,,,,,,,439.88,4.63,330.21,Agency Bill,,,FALSE,TRUE,109.67
AVA7053800,NATI,120108,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Julie Campbell,julie.campbell@example.com,"31440 James Forge Apt. 978, Lake Hector, WA 07578",WA,"31440 James Forge Apt. 978, Lake Hector, WA 07578",3,1,,,,50/100,50000,2500,250,1371.47,1371.47,1029.54,Direct Bill,,,FALSE,TRUE,341.93
CEZ0484850,AMFA,120191,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Amber Caldwell,amber.caldwell@insmail.com,"250 Fletcher Route Suite 819, Lowemouth, IA 43141",IA,"8776 Amanda Pine Apt. 221, Port Dwayne, HI 16617",,,,Joisted Masonry,10,,,,,1500,1500,1126.03,Direct Bill,,,FALSE,TRUE,373.97
DFF1783789,LIBM,120255,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Adam Oliver,adam.oliver@mail.com,"57022 Denise Orchard Suite 969, South Jennifer, DE 37186",DE,"57022 Denise Orchard Suite 969, South Jennifer, DE 37186",3,4,,,,25/50,50000,1000,500,3276.96,3276.96,2459.96,Direct Bill,,,FALSE,TRUE,817
CSC4287006,AMFA,120186,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Melissa Williams,melissa.williams@customer.net,"20038 Hodge Canyon Suite 503, East Jacob, GU 87545",GU,"69462 Scott Locks Apt. 107, East Jasonton, ID 52847",,,1966,Joisted Masonry,4,,,,,914.74,914.74,686.68,Direct Bill,,,FALSE,TRUE,228.06
MES8067786,TRAV,120104,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Martin Oliver,martin.oliver@mail.com,"29471 Patrick Place Apt. 196, Cookville, VT 88411",VT,"29471 Patrick Place Apt. 196, Cookville, VT 88411",,,1977,Joisted Masonry,5,,,,,1678.06,1678.06,1259.69,Direct Bill,,,FALSE,TRUE,418.37
SSD0369109,PRGS,120218,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Jonathan Collins,jonathan.collins@mail.com,"9653 Chelsea Ferry, Port Steve, KY 84918",KY,"9653 Chelsea Ferry, Port Steve, KY 84918",,,1998,Joisted Masonry,8,,,,,1422.25,1422.25,1067.66,Agency Bill,,,FALSE,TRUE,354.59
XRU9259726,LIBM,120032,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Mckenzie Bowen,mckenzie.bowen@example.com,"475 Theresa Mews, Rachelhaven, FM 20940",FM,"475 Theresa Mews, Rachelhaven, FM 20940",,,1965,Joisted Masonry,6,,,,,1450.58,1450.58,1088.93,Direct Bill,,,FALSE,TRUE,361.65
XWZ6609784,NATI,120026,Endorsement,4/1/2025,4/1/2026,12/1/2025,12,Umbrella,Personal Umbrella,Charlotte Thompson,charlotte.thompson@example.com,"844 Ortiz Shoal, Peckview, AK 46757",AK,"844 Ortiz Shoal, Peckview, AK 46757",,,,,,,,,,575.17,65.59,431.77,Direct Bill,,,FALSE,TRUE,143.4
XYX6083116,ALLS,120261,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Tiffany Perez,tiffany.perez@example.com,"223 Matthew Brook, North Mary, CA 29377",CA,"223 Matthew Brook, North Mary, CA 29377",,,,Frame,5,,,,,12456.66,12456.66,9351.03,Agency Bill,,,FALSE,FALSE,3105.63
ZSS2149332,ALLS,120194,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Joseph Gamble,joseph.gamble@example.com,"22015 Emily Hills Apt. 533, Gibsonmouth, TN 02787",TN,"22015 Emily Hills Apt. 533, Gibsonmouth, TN 02787",,,2001,Non-Combustible,5,,,,,1070.12,1070.12,803.32,Direct Bill,,,FALSE,TRUE,266.8
LSX7456390,ALLS,120221,Endorsement,4/1/2025,4/1/2026,11/7/2025,12,Umbrella,Personal Umbrella,Dustin Diaz,dustin.diaz@customer.net,"121 Joseph Lakes, Palmerville, WI 41973",WI,"121 Joseph Lakes, Palmerville, WI 41973",,,,,,,,,,485.62,-35.48,364.55,Agency Bill,,,FALSE,FALSE,121.07
RTU9444572,PRGS,120223,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Christopher Herrera,christopher.herrera@insmail.com,"5471 John Prairie, Hollowayside, NC 26268",NC,"5471 John Prairie, Hollowayside, NC 26268",,,,,,,,,,4267.93,4267.93,3203.87,Direct Bill,,,FALSE,TRUE,1064.06
DTY1634197,FARM,120098,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Kathryn Hill,kathryn.hill@customer.net,"989 Michael Overpass Apt. 769, Coryland, HI 56399",HI,"989 Michael Overpass Apt. 769, Coryland, HI 56399",,,,Frame,5,,,,,5149.48,5149.48,3865.64,Agency Bill,,,FALSE,TRUE,1283.84
UWB5248171,HART,120197,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Stacy Cole,stacy.cole@insmail.com,"35509 Jessica Divide, New Briannastad, TN 86577",TN,"35509 Jessica Divide, New Briannastad, TN 86577",2,2,,,,25/50,100000,500,500,1651.36,1651.36,1239.65,Agency Bill,,,FALSE,FALSE,411.71
JTS4147882,AMFA,120077,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Erin Patton,erin.patton@policyhub.org,"146 Heather Circle, East Ambertown, VT 42444",VT,"5792 Riddle Springs, Fischerview, HI 24001",3,1,,,,50/100,100000,1000,250,1185.75,1185.75,890.12,Direct Bill,,,FALSE,TRUE,295.63
